process_segment,n_occurrences,n_sessions_present,n_sessions_total_dataset_b,session_coverage_pct,n_distinct_machines,total_duration_s,pct_of_total_observed_time,mean_duration_s,median_duration_s,std_duration_s,min_duration_s,max_duration_s,mean_n_events,median_n_events,mean_n_distinct_apps,dominant_apps,pct_segments_with_extracted_text,mean_n_extracted_text_events,behavioral_cv,duration_cv,mean_structured_interaction_share
process_cluster_0,64,14,15,93.3,4,5446.2,51.5,85.1,73.0,41.5,37.0,176.9,159.5,135.5,2.66,"{""Microsoft Edge"": 60, ""Microsoft Word"": 4}",100.0,7.2,0.02038016124482977,0.4872816325512048,0.1678658526537989
